Potential,Flux
14.269,-0.00022777486075042932
14.249,-0.00011802917265768544
14.229000000000001,-9.169973802514166e-05
14.209,-7.912904242957097e-05
14.189,-7.16680315093754e-05
14.169,-6.67415989141773e-05
14.149000000000001,-6.328235091501712e-05
14.129,-6.0761320863633734e-05
14.109,-5.8882782649760657e-05
14.089,-5.7467221648011e-05
14.069,-5.6398543168967315e-05
14.049,-5.5598611048424125e-05
14.029,-5.501218103276529e-05
14.009,-5.459942586938382e-05
13.989,-5.433009553357238e-05
13.969,-5.4182349273901316e-05
13.949,-5.413808379373109e-05
13.929,-5.41837508194476e-05
13.909,-5.430837157760494e-05
13.889,-5.450330320400099e-05
13.869,-5.4760837198131185e-05
13.849,-5.507560096873477e-05
13.829,-5.544233872001315e-05
13.809,-5.585707940625185e-05
13.789,-5.6316435959047346e-05
13.769,-5.6817371696382686e-05
13.749,-5.7357550709014056e-05
13.729,-5.7934637087697645e-05
13.709,-5.854734608234936e-05
13.689,-5.9193692170111945e-05
13.669,-5.9872974578212286e-05
13.649000000000001,-6.058355817017969e-05
13.629,-6.132462537777883e-05
13.609,-6.209582581462314e-05
13.589,-6.289575793516634e-05
13.569,-6.37245385348706e-05
13.549,-6.458111645457622e-05
13.529,-6.546584208066976e-05
13.509,-6.637801464037808e-05
13.489,-6.731716695185243e-05
13.469,-6.828318221963059e-05
13.449,-6.927652762556136e-05
13.429,-7.029650239687159e-05
13.409,-7.134357371541e-05
13.389,-7.24171576038657e-05
13.369,-7.351772124408741e-05
13.349,-7.464538143153732e-05
13.329,-7.580002137075327e-05
13.309000000000001,-7.6982108243584e-05
13.289,-7.819175884549168e-05
13.269,-7.942873958555198e-05
13.249,-8.069351764561362e-05
13.229,-8.19864434120632e-05
13.209,-8.330786727128726e-05
13.189,-8.465802281421021e-05
13.169,-8.603714363175641e-05
13.149000000000001,-8.744511292846369e-05
13.129,-8.888321545441614e-05
13.109,-9.035110082322717e-05
13.089,-9.184935301220776e-05
13.069,-9.337867279413105e-05
13.049,-9.4939060168997e-05
13.029,-9.653074872773006e-05
13.009,-9.815467283402768e-05
12.989,-9.981141646520086e-05
12.969,-0.00010150086282578742
12.949,-0.00010322382948402266
12.929,-0.00010498078362175534
12.909,-0.00010677230921629645
